	Zg16	Muc2	Clca1	Lypd8	Sprr2a2	Igkc	mt-Co2	Plac8	Tff3	Mptx1	mt-Co1	S100a6	Fcgbp	Dmbt1	Actb	Muc3	Saa1	Krt8	mt-Cytb	mt-Atp6	Spink1	Reg4	Igha	mt-Nd1	Txn1	Muc13	Tspan1	mt-Nd4	Krt20	Tpt1	Prdx6	mt-Nd2	mt-Co3	Spink4	B2m	Ly6a	Ceacam1	Jchain	Agr2	Sval1	Ptma	Lgals3	Actg1	Slc25a5	Car4	Ppia	Rps23	Rpl23	Tmsb4x	Eef1a1	H2-Aa	Reg3b	mt-Nd3	Rack1	Rpl27a	Scd2	Ccl6	Rps24	Rps21	Reg3g	Guca2a	Cox8a	Cox7c	Ly6e	Atp1b1	Plet1	1810065E05Rik	Calr	Rplp0	Slc26a3	Dstn	Calm1	Rps14	Rpl41	Rpl10a	Tgm3	Oit1	Aqp8	Hspa5	Itm2b	Lgals4	Aqp4	Hsd11b2	Crip1	Rps3a1	Rpl15	Cox6a1	Rpl30	Mgat4c	Rps20	Rps7	Slpi	Gm10053	Gm29123	Rpl39	Ifit1bl1	Rps27a	Cox5a	Eif2s2	Rps16	Rps3	Tspan8	Rpl18a	Arf1	Car1	Gpa33	Rps9	Tm9sf2	Myl6	Chchd2	Cox4i1	Rpl17	mt-Nd5	Tgoln1	Gapdh	Tmbim6	Rpl31	Rpl7	Gfpt1	Atp5g3	Rpl35a	Rps29	Slc25a3	Slc26a2	Rpl13a	Gzma	Cox6b1	Rps13	Wdr24	Hsp90ab1	Atp5a1	Rpl28	Actn4	H2-Eb1	Gm20594	Rps11	Atp1a1	Srsf1	Retnlb	Uqcrb	Rpl37a	Prdx1	Tmem59	Ezr	Mxd1	Sectm1b	Cd9	Serinc3	Rpl37	Rpl5	Ces2c	Gm8797	Clca3b	Cdh1	Manf	Klf4	Gnas	Rpl12	Smim14	Rps26	Rps25	Maoa	Eef1b2	Rfk	Rpl4	Fos	Cdh17	Hmgb2	Ubc	Clec2h	Fth1	Jun	Rps19	Spint2	Sycn	Serf2	Tmem86a	Gng5	H3f3a	Cldn7	Rpl7a	Dynll1	Pls1	Hk2	Nfatc2	Rps28	Cdkn1a	Hint1	Rps17	Ccnd2	Rpl6	P4hb	Krt19	Sec61b	Cox6c	Cd63	Tubb5	Ldha	Tm9sf3	Adh1	Rpl10	Hspa8	H3f3b	Upp1	Tagln2	Pigr	Gm11808	Tmed2	2200002D01Rik	Gm17541	Rps18	Cs	Rep15	Pabpc1	Id1	Rps8	Pdia6	Hmgb1	Ccl5	Fabp6	Mgst3	Atp5g1	Ybx1	Vdac2	Xist	Klk1	Rplp1	Prr13	Slc10a7	Myl12b	Rpn1	Rps4x	Slc44a4	S100a10	Txndc5	Rps6	Atp5l	Snrpf	Clca4b	Cystm1	Tpd52	Pfn1	Rpl14	Hdgf	Calm2	Cd74	Tm4sf20	Rps15a	Ceacam10	Cdhr5	H2-Ab1	Hsp90b1	Gm9844	Rpl13	Cmpk1	Aldh2	Ctnnd1	Prss32	Clic1	Rpl19	Aco2	Tmed10	Set	Serp1	Ggh	Slc12a2	Bcas1	Cd177	Ckmt1	Iqgap2	Actr3	Ahnak	Fut2	Rnf31	Ywhaz	Tmprss2	Duox2	Ms4a8a	Spcs2	Gsdmc4	Rrbp1	Chp1	Rpl22	Pcbp2	Rpsa	Btf3	Cd164	Anxa2	Cox7a2	Cox5b	Dmxl1	Car2	Sri	Mdh1	Pdlim1	Atp5c1	Wbp5	Ctsb	Hmgcs1	Cd24a	Sec61g	Ptp4a1	Dbi	Eef1g	Cox7b	Fxyd3	Gprc5a	Slc13a2	Uqcr10	Uqcrq	Slc6a8	Atp5b	Ywhab	Myh14	Mboat1	Emp1	Serpinb1a	Galnt7	Lars2	S100a11	Rac1	Gmds	Nov	Tuba1b	Dsg2	Serpinb6a	Arf4	Ucp2	Rbm47	Rps5	St6galnac6	Gpx2	Gcnt3	S100a16	Cd38	Gnb1	Ndufa4	Atp5j	2210407C18Rik	Atp5g2	Rpl36a	Ndufb8	Ctnnb1	Arpc2	Ywhae	Lrrc58	Sppl2a	Uqcrh	Tapbp	Apol10a	Sec61a1	Glul	Rpl26	Pkn2	Smpdl3a	Atp5f1	Qsox1	Mcl1	Golm1	Rnf128	Pmp22	Creb3l1	Gsn	Sqrdl	Tkt	Ostc	Sypl	Rps10	Hepacam2	Parm1	Lama4	Hnrnpab	Id3	Eif4g2	Rpl8	Hnrnpf	Capzb	Ces2e	Pcbp1	Eif1	Krt18	Klf6	Zfp644	Rpl38	Rab1a	Atp5j2	Slc5a8	Ybx3	B3gnt7	2010107E04Rik	Mrfap1	Npm1	Hoxb13	St3gal4	Tram1	Shisa5	Prdx5	Suclg1	Lasp1	Gda	Arl1	Cldn3	Ethe1	Slc6a14	Uba1	Oaz1	Ywhaq	Npc2	Ndufa2	Aes	Tax1bp1	Dlk1	Eef2	Pdia3	Lurap1l	Nans	Ndufa6	Atp6ap2	Ddost	Serbp1	Cib1	Cdc42	Arf6	Cpd	S100a14	Hnrnpa2b1	Eif5a	Zfp36	Rab2a	Hsp90aa1	Stard10	Elf3	Gna11	Hnrnpa3	Atp12a	Clcn2	Deptor	Usmg5	Ido1	Ctss	Gm4262	Arpc3	Slc35c1	Uqcrc2	Gabarap	Msmo1	Slc4a7	Rpl34	Cyp4f14	Rpl32	Psap	Chmp4b	Gsto1	Slc39a4	Ahcyl2	Rhoc	Txnip	Naca	Rplp2	Eif3c	Suclg2	Hnf4a	Aph1a	Ddx5	Tmem45b	Sult1b1	Clic5	Tomm7	Cycs	Ptms	Mgat4b	Cttn	Atp5k	Atp5o	Higd2a	Arpc1b	Arpc5	Misp	Nudt4	Rpl21	Fuca1	Scin	Rpl3	Lima1	Lamp1	Pla2g10	Capns1	Pkm	Efhd2	Ildr1	Psma3	Gm1123	Il13ra1	Rps12-ps3	C1galt1	Higd1a	Galnt12	Hist1h2bc	Csnk1a1	Ubl5
1502	2	2	0	11	3	0	21	7	0	0	5	5	0	6	5	3	0	11	11	8	0	0	0	8	4	1	5	8	0	5	0	8	3	0	5	2	0	0	3	0	7	3	2	10	0	5	11	7	2	5	1	0	5	1	5	8	0	1	7	0	0	0	5	2	3	0	0	5	1	0	3	1	2	2	2	0	2	0	3	0	2	7	0	1	2	1	6	2	2	0	2	0	6	0	1	0	3	4	1	0	2	1	3	4	0	3	4	0	2	3	3	3	0	3	4	1	1	3	1	4	2	0	4	8	3	0	1	3	1	3	2	3	1	4	0	0	2	0	0	1	3	0	2	1	0	1	0	1	0	0	1	1	0	4	0	0	3	2	0	2	2	1	2	3	0	0	2	0	1	0	2	0	1	1	0	1	0	1	0	1	4	3	3	0	0	0	0	2	2	0	0	0	1	0	3	1	0	0	0	0	3	0	3	0	0	1	0	0	0	2	1	1	0	3	0	3	1	1	0	0	0	4	1	2	0	0	1	1	1	0	2	1	1	0	0	2	2	0	0	0	2	0	2	0	0	1	2	1	0	1	1	0	0	3	1	0	0	0	1	0	2	0	1	3	1	0	0	1	1	0	0	0	0	1	6	1	0	1	2	2	0	1	1	0	1	0	0	1	1	0	1	3	3	0	0	1	0	0	1	0	2	2	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1	1	2	0	0	3	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	5	0	2	0	0	1	2	0	2	0	0	1	0	3	3	0	0	3	2	2	1	2	0	0	0	0	0	1	0	0	1	3	1	1	0	0	0	0	0	0	0	1	2	1	0	0	3	2	0	0	0	0	3	3	0	0	1	1	0	3	1	0	2	1	1	0	0	1	2	2	2	0	0	0	1	0	0	3	1	0	1	2	0	0	3	0	1	2	1	1	0	2	0	0	0	1	0	1	2	0	2	1	1	0	0	0	1	0	0	1	2	1	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0
1503	3	2	0	3	2	0	57	1	0	0	22	4	1	4	1	4	1	5	25	27	0	0	0	31	3	2	3	20	0	3	0	22	11	0	1	2	2	0	1	1	0	0	3	0	0	3	2	1	0	0	0	0	13	2	4	4	0	0	1	0	0	3	2	1	3	1	0	3	4	0	1	0	0	1	1	0	3	0	0	1	1	0	0	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	2	2	3	1	0	4	0	9	2	1	0	1	2	1	1	1	1	0	2	0	0	0	0	1	3	0	0	1	2	1	0	2	0	0	0	1	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	4	0	0	0	0	2	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	2	3	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	1	3	1	0	0	2	0	0	0	0	0	1	1	1	0	0	2	1	0	2	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
1504	11	0	1	2	0	0	0	3	1	0	2	6	0	0	5	0	0	2	2	0	0	0	0	1	1	0	0	0	0	7	0	4	0	2	7	0	0	0	1	0	3	0	8	0	0	7	8	5	17	3	1	0	2	2	2	0	0	4	8	0	0	2	1	4	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	8	1	0	0	1	2	2	1	7	0	4	1	0	0	1	2	0	0	0	1	4	2	0	2	1	0	0	5	0	1	1	1	4	0	1	1	1	0	2	1	1	4	1	0	0	10	68	0	5	2	3	1	0	2	0	0	3	0	1	0	0	5	0	2	0	0	0	1	2	3	1	0	5	0	0	0	0	5	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	2	0	0	3	0	0	3	0	2	1	1	0	2	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	3	0	0	0	1	0	0	4	0	1	0	1	28	0	0	0	0	0	1	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	2	2	2	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	4	1	0	0	1	0	1	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	2	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1
1505	28	10	14	13	1	0	12	0	3	2	5	5	3	10	2	10	6	10	5	6	0	1	0	5	1	4	6	4	5	1	2	3	4	2	7	4	1	0	1	3	2	1	3	2	1	2	5	5	4	1	4	0	0	0	0	6	4	3	3	1	1	1	4	1	0	1	2	2	3	0	1	3	3	2	2	1	4	0	0	2	1	2	1	0	4	4	2	2	0	1	1	0	0	0	2	0	2	0	0	1	1	2	0	2	0	0	4	0	0	1	1	1	2	1	3	1	3	3	1	1	0	0	0	1	3	0	2	0	0	1	4	1	1	0	0	2	1	1	1	1	2	3	4	0	0	0	0	1	0	3	0	0	0	1	0	1	0	2	0	0	1	2	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	3	0	0	0	1	0	1	0	2	0	1	0	0	2	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	1	1	0	1	0	0	4	0	1	0	2	1	0	0	2	1	0	2	0	0	3	1	1	1	1	1	1	2	0	0	0	0	2	2	1	0	1	0	0	1	0	0	2	0	1	3	0	0	0	1	0	1	1	0	1	0	3	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	2	1	0	1	0	2	0	3	0	0	1	1	0	0	0	1	3	1	0	2	0	0	0	1	0	0	0	0	0	2	0	0	1	1	1	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	2	1	0	0	1	1	2	1	0	0	0	0	0	0	2	0	0	0	1	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	1	1	2	0	2	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	1	2	4	0	0	0	0	0	0	1	2	0	0	1	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1506	10	1	3	15	13	0	13	4	0	0	14	6	0	2	11	31	5	5	8	10	1	0	0	8	3	12	7	7	7	2	4	16	6	2	2	2	7	0	0	1	0	3	3	3	5	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	3	0	2	1	2	3	3	1	1	3	0	2	2	2	1	0	0	1	1	0	2	0	0	2	1	0	5	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	2	2	0	1	1	1	4	0	0	7	3	0	6	0	0	3	0	0	0	2	4	0	0	0	2	0	0	4	0	0	0	0	0	0	3	0	0	0	0	2	1	1	3	0	0	2	0	1	0	1	7	1	4	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	7	2	0	0	0	1	1	0	0	0	1	0	2	0	2	0	1	1	1	1	0	0	0	1	0	3	3	0	2	1	0	0	0	0	0	0	0	3	0	4	0	0	0	0	9	4	0	0	1	0	1	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	1	0	6	2	1	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	2	1	0	0	1	2	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	2	0	2	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1507	0	0	0	4	20	0	118	4	0	0	175	9	0	1	9	3	9	2	62	57	0	0	0	31	1	4	3	34	1	2	5	30	53	0	1	0	1	0	0	0	1	2	3	0	0	0	0	1	0	1	0	0	27	0	0	1	0	1	0	0	2	1	2	0	0	3	0	1	1	4	5	1	2	6	1	2	0	0	0	1	2	0	0	5	0	0	2	1	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	3	4	0	0	1	5	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	2	0	0	1	0	0	1	1	0	7	0	0	2	1	0	0	0	0	1	2	0	0	1	0	0	0	0	2	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	2	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	2	1	0	0	1	0	0	0	0	1	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0
1508	0	0	0	82	45	0	13	11	0	0	9	34	0	14	1	20	31	7	3	11	2	0	0	4	6	9	12	0	4	7	19	2	5	0	13	24	2	0	0	1	0	0	6	7	20	3	2	0	0	0	12	0	1	0	0	0	1	1	1	0	1	5	12	3	8	2	0	1	1	1	1	1	1	2	0	4	0	1	3	10	2	0	0	3	2	0	7	0	0	0	0	0	2	5	1	5	0	3	4	0	1	4	0	1	5	9	0	1	4	1	9	0	1	2	7	5	0	1	2	1	0	2	0	0	0	0	4	0	0	1	0	1	2	6	3	0	1	5	0	2	1	1	2	3	0	2	3	0	1	0	0	2	5	2	1	0	3	1	0	0	0	1	0	2	0	0	2	0	1	0	3	0	0	1	0	6	0	2	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	7	4	0	1	2	1	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	2	0	0	3	2	0	0	3	0	4	0	0	1	1	0	1	3	12	0	2	2	5	2	0	0	2	1	0	4	1	1	0	1	0	0	0	0	0	0	3	0	2	0	0	0	0	3	4	5	0	0	1	0	0	0	0	1	0	2	5	2	0	1	0	1	0	0	0	2	0	0	0	1	1	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	3	2	0	0	1	1	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	3	0	0	1	1	0	0	0	0	3	5	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
1509	3	2	1	23	5	0	83	4	2	0	36	8	1	3	11	8	3	4	47	39	0	0	0	68	5	10	9	33	2	4	3	28	40	1	0	6	0	0	0	2	1	5	1	3	3	1	1	3	2	0	2	0	14	0	0	0	0	0	1	0	0	0	4	1	3	3	6	0	1	2	0	1	1	0	1	1	0	1	0	1	3	0	1	1	2	0	3	1	3	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	3	1	1	1	13	3	1	2	0	0	0	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	4	1	5	0	0	1	0	0	3	0	0	0	1	1	1	0	2	0	2	2	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	2	0	2	0	0	1	1	0	1	1	0	0	2	0	0	0	0	0	0	0	2	3	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	1	0	1	2	2	0	1	0	2	0	0	0	1	1	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1
1510	6	2	3	14	18	0	22	9	0	1	16	10	0	16	17	33	7	7	5	10	1	0	0	18	2	6	17	9	7	0	5	14	5	1	2	0	11	0	0	0	0	2	5	2	13	1	0	0	1	0	1	0	5	0	0	0	0	0	1	0	0	1	0	0	2	6	1	1	0	2	0	3	1	0	1	5	3	6	0	3	4	1	0	1	1	0	1	0	1	0	1	0	2	0	1	1	2	3	1	0	0	0	0	3	0	1	0	2	1	0	0	1	0	1	0	4	0	0	0	0	0	0	3	9	0	0	1	0	0	0	1	0	3	1	2	0	2	0	0	1	0	0	1	1	3	1	1	0	0	1	0	2	2	4	0	1	1	0	1	0	0	2	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	5	1	0	1	1	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	2	1	1	0	1	0	7	0	0	0	0	0	4	0	1	0	0	0	0	3	1	1	0	2	0	0	0	1	0	1	2	2	0	1	1	0	0	0	2	0	0	0	1	1	1	1	1	0	0	1	7	2	0	0	1	2	1	1	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	1	1	0	1	0	2	0	1	0	1	0	0	2	2	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	3	1	1	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	4	4	0	1	0	2	1	2	0	1	0	0	0	0	1	0	0	0	1	2	1	0	1	0	1	0	0	4	0	0	0	0	1	0	1	0	0	1	0	0	2	2	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
1511	5	2	3	3	4	0	55	4	0	0	17	2	0	0	7	4	3	2	17	16	1	0	0	33	4	6	3	11	2	5	0	25	17	0	2	1	0	0	0	0	0	1	0	3	4	0	0	0	3	0	3	0	4	1	1	0	0	1	1	0	0	1	1	1	5	2	6	1	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	9	0	1	0	0	0	1	0	1	1	0	4	0	0	0	2	0	0	0	0	4	1	6	0	0	2	0	0	1	0	1	4	1	0	3	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	0	4	0	0	0	1	0	0	0	0	0	11	0	0	0	0	1	0	8	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	2	0	1	5	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
