Zg16	Clca1	Muc2	Lypd8	Sprr2a2	Igkc	Plac8	Tff3	Mptx1	Fcgbp	mt-Co2	S100a6	Saa1	Actb	Muc3	mt-Co1	Dmbt1	Krt8	Spink1	Reg4	Igha	mt-Atp6	mt-Cytb	Muc13	Txn1	Krt20	Prdx6	Tspan1	mt-Nd1	Spink4	Jchain	Ly6a	Ceacam1	Sval1	Tpt1	Agr2	mt-Nd4	B2m	mt-Nd2	mt-Co3	Ptma	Lgals3	Car4	Actg1	Slc25a5	Ppia	Rps23	H2-Aa	Eef1a1	Ccl6	Rpl23	Tmsb4x	Rack1	Rpl27a	Guca2a	Reg3b	Rps24	Reg3g	Plet1	1810065E05Rik	Rps21	Scd2	Slc26a3	Ly6e	Atp1b1	Cox7c	mt-Nd3	Rplp0	Aqp8	Calr	Cox8a	Tgm3	Dstn	Calm1	Hsd11b2	Rps14	Rpl10a	Rpl41	Slpi	Crip1	Oit1	Aqp4	Hspa5	Mgat4c	Gm29123	Rps3a1	Rpl15	Itm2b	Lgals4	Ifit1bl1	Rps20	Rps7	Gm10053	Rpl30	Car1	Eif2s2	Rps27a	Cox6a1	Rpl39	Rps16	Cox5a	Rps3	Rpl18a	Rps9	Rpl17	Myl6	Gpa33	Tspan8	Gapdh	Rpl35a	Rpl7	Chchd2	Tm9sf2	Retnlb	Hsp90ab1	Cox4i1	Rpl31	Wdr24	Rpl13a	Slc26a2	Atp5g3	Gfpt1	Rps13	Actn4	Arf1	Tgoln1	Slc25a3	Rpl28	Rps29	Gm20594	Sectm1b	Mxd1	mt-Nd5	H2-Eb1	Ezr	Tmbim6	Cox6b1	Srsf1	Rps11	Atp5a1	Ces2c	Prdx1	Rpl37a	Atp1a1	Rpl5	Hmgb2	Uqcrb	Serinc3	Rpl37	Maoa	Cd9	Clca3b	Fos	Rpl12	Jun	Klf4	Clec2h	Smim14	Rfk	Tmem59	Rps26	Manf	Rpl4	Rps25	Eef1b2	Rps19	Sycn	Tubb5	Tmem86a	Gm8797	Cdh17	Cdkn1a	Ccnd2	Hk2	Pls1	Fth1	Upp1	Nfatc2	Cdh1	Ubc	Rpl6	2200002D01Rik	Krt19	Rps17	Rpl7a	Adh1	Fabp6	Rep15	Gzma	Gnas	Rps28	Ldha	Cldn7	Spint2	Hspa8	Hmgb1	Gng5	Dynll1	Rpl10	Id1	Rps18	Cs	Cox6c	Sec61b	Klk1	P4hb	Hint1	Mgst3	Snrpf	Txndc5	Gm17541	H3f3a	Rps8	Serf2	Tm9sf3	Clca4b	Tmed2	Pabpc1	Prr13	Xist	Cd63	Hdgf	H3f3b	Myl12b	Tagln2	Pdia6	S100a10	Rps4x	Gm11808	Rps6	Rpl14	Cystm1	Tm4sf20	Slc44a4	Slc10a7	Rplp1	Atp5g1	Vdac2	Ybx1	Cdhr5	Rpn1	Bcas1	Cd74	Gm9844	Pfn1	Set	Ceacam10	Rpl13	Rps15a	Hsp90b1	Gsdmc4	H2-Ab1	Aldh2	Atp5l	Tpd52	Calm2	Slc12a2	Ggh	Ckmt1	Chp1	Pigr	Ctnnd1	Iqgap2	Cd177	Serp1	Ahnak	Car2	Rnf31	Rpl19	Rpsa	Fut2	Duox2	Cmpk1	Ms4a8a	Spcs2	Dmxl1	Prss32	Clic1	Aco2	Pcbp2	Wbp5	Rpl22	Actr3	Anxa2	Ywhaz	Cox5b	Emp1	Cd24a	Rrbp1	Nov	Slc13a2	Gprc5a	Tmprss2	Tuba1b	Sri	Cd164	Btf3	Hmgcs1	Slc6a8	Tmed10	Ptp4a1	Cox7a2	Fxyd3	Mdh1	Myh14	Gpx2	Eef1g	Serpinb1a	Gcnt3	Pdlim1	2210407C18Rik	Mboat1	Ctsb	S100a11	Lars2	Sec61g	Galnt7	Atp5c1	Pkn2	Rps5	Cox7b	Dsg2	Dbi	Serpinb6a	Cd38	St6galnac6	Uqcrq	Arf4	Apol10a	S100a16	Lama4	Ndufa4	Atp5b	Lrrc58	Uqcr10	Pmp22	Rpl36a	Smpdl3a	Ywhab	Gmds	Gnb1	Ucp2	Rbm47	Atp5g2	Creb3l1	Qsox1	Zfp644	Ctnnb1	Hepacam2	Atp5j	Id3	Rac1	Ndufb8	Ywhae	Sqrdl	Mcl1	Klf6	Hnrnpab	Gsn	Glul	Sppl2a	Rps10	Rpl26	Ces2e	Arpc2	Dlk1	Sypl	Ostc	Npm1	Sec61a1	Rpl8	Gda	St3gal4	Hnrnpf	B3gnt7	Tapbp	Krt18	Atp5f1	Uqcrh	Ethe1	Golm1	Prdx5	Parm1	Pcbp1	Tkt	Ido1	Ybx3	Rpl38	Rnf128	Zfp36	Atp12a	Cyp4f14	Lurap1l	Hoxb13	Eif4g2	Hsp90aa1	Tram1	Capzb	S100a14	Nans	Ywhaq	Mrfap1	Arl1	Gna11	Serbp1	Lasp1	Atp5j2	Slc5a8	Shisa5	Gm4262	Atp6ap2	Rhoc	Hnrnpa2b1	Hnrnpa3	Slc6a14	Eif1	Aes	Ctss	Ahcyl2	Clcn2	Clic5	2010107E04Rik	Eef2	Ndufa6	Sult1b1	Eif5a	Pdia3	Suclg1	Scin	Ddost	Oaz1	Rab1a	Cldn3	Tax1bp1	Npc2	Stard10	Slc4a7	Deptor	Uba1	Ly6d	Arf6	Rpl32	Cdc42	Slc39a4	Rpl34	Gsto1	Ptms	Misp	Txnip	Nudt4	Gm1123	Ndufa2	Naca	Rplp2	Elf3	Slc35c1	Ier2	Srpk3	Msmo1	Higd1a	Cib1	Cycs	Rab2a	Usmg5	Uqcrc2	Chmp4b	Cpd	Hnf4a	Eif3c	Gabarap	Gbp2	Apobec1	Rpl3	Tmem45b	Pkm	Aph1a	Arpc3	Il13ra1	Suclg2	Ildr1	Gsr	Ddx5	Hist1h2bc	Tomm7	Rpl21	Rps12-ps3	Higd2a	Cttn	Ncl	Atp5o	Snhg8	Hgfac	Galnt12	Ceacam20	Mgat4b	Ccng2	Ubd	Arpc1b	Pla2g10	Tubb4b
8	0	42	3	1	0	5	1	0	0	17	16	0	16	0	16	2	3	0	10	0	4	13	2	18	0	0	9	17	10	0	0	3	0	18	46	8	16	7	7	13	0	0	4	13	20	16	5	15	1	17	1	21	16	2	0	9	0	4	1	15	3	0	1	2	9	4	14	0	18	8	1	7	4	0	13	12	7	0	2	11	0	20	0	1	16	15	4	8	0	11	9	7	3	0	1	20	5	7	15	2	9	10	6	13	5	3	7	5	8	11	4	8	0	9	4	5	5	5	2	6	15	3	1	7	5	5	10	6	0	1	0	2	3	1	3	4	0	3	7	0	2	10	1	5	1	5	9	4	1	7	1	8	6	2	2	0	9	3	6	6	5	7	5	6	5	1	0	0	8	2	0	3	7	1	2	0	10	3	9	2	0	1	4	6	3	0	0	0	6	2	1	3	1	4	3	1	2	6	0	4	2	5	14	1	8	4	1	5	6	4	3	2	7	4	0	10	6	0	7	6	0	7	2	3	7	0	3	4	6	4	0	0	5	2	1	2	2	4	1	15	1	1	10	8	4	6	4	6	7	0	2	0	6	6	4	0	0	0	0	1	0	1	7	5	0	0	5	4	2	3	2	14	1	4	5	0	2	2	2	6	1	6	6	7	2	0	6	3	0	0	0	5	0	0	3	7	1	0	5	2	7	4	4	0	8	4	0	0	6	0	0	0	14	0	16	6	2	0	2	1	0	2	0	0	3	1	7	0	0	0	7	3	2	3	0	3	0	3	5	1	2	2	5	7	1	0	1	2	4	0	1	7	1	0	3	0	1	0	3	4	3	3	0	3	0	5	5	1	5	6	0	0	4	0	1	2	0	4	1	3	0	1	3	5	0	7	4	0	8	0	0	2	0	3	1	5	5	0	5	4	1	1	0	1	0	2	0	0	3	2	0	3	1	0	3	1	0	0	0	0	3	6	0	0	2	3	2	0	4	5	3	1	1	2	4	0	1	8	0	0	2	1	0	3	0	8	0	0	0	2	3	5	2	1	1	5	1	0	2	0	4	1	2	3	0	3	1	5	4	0	0	2	2	1	3	6	2	3	1	2	4	0	2	2	1	1	0	2	0	4	0	2	0	1	0	0	1	3	1
3	1	2	181	137	0	99	0	0	0	64	69	39	13	46	40	37	28	3	0	0	34	22	46	15	24	81	30	39	0	0	40	1	0	30	0	12	23	17	10	1	17	19	16	20	2	9	16	5	1	5	3	2	1	0	0	6	0	8	1	5	0	3	12	18	35	15	11	0	2	15	19	10	10	2	2	3	0	0	16	6	0	9	0	5	1	3	12	18	25	4	5	13	5	1	12	3	13	4	2	11	3	3	3	1	12	5	10	12	3	1	13	8	0	1	12	4	1	0	4	7	8	0	6	6	7	9	3	5	2	12	1	2	5	10	6	11	13	6	6	10	5	1	2	0	1	14	2	2	5	11	1	0	0	1	2	5	1	9	4	1	4	2	6	0	0	0	0	0	9	2	1	0	1	2	13	6	2	6	8	0	5	4	5	3	2	0	0	0	8	0	8	6	10	0	0	8	8	0	6	0	6	11	6	0	2	4	3	0	0	3	5	0	9	3	4	5	8	11	0	5	0	3	3	6	1	0	0	5	2	2	5	8	3	5	1	4	1	2	4	0	0	4	1	1	0	2	3	0	3	5	2	9	4	2	2	0	4	5	2	4	0	5	1	3	1	1	3	0	2	0	3	5	9	0	2	4	4	2	0	0	0	6	1	1	10	0	0	1	0	4	1	7	1	3	0	2	4	3	1	5	6	0	5	0	1	0	9	0	5	1	2	3	0	3	0	1	9	0	3	7	1	6	0	7	2	4	3	0	5	0	0	3	2	4	0	0	2	2	2	4	3	2	1	0	0	0	2	0	4	2	3	3	1	12	5	0	0	2	1	1	1	0	7	1	0	0	1	1	0	1	2	0	1	2	4	0	2	1	4	3	3	1	0	1	0	3	0	5	0	0	2	0	10	3	0	1	0	2	0	0	3	4	5	0	1	7	2	1	1	0	1	2	2	1	3	2	6	6	1	3	6	3	4	3	0	0	0	0	0	1	5	2	5	5	3	0	0	3	0	1	1	1	0	0	5	1	0	5	3	0	4	0	0	4	1	0	0	3	2	6	3	1	4	8	2	0	2	0	3	3	2	0	6	0	2	5	2	5	2	2	2	2	1	1	2	3	1	0	3	3	0	0	4	2	3	0	2	1	3
3	2	3	5	0	0	7	8	0	3	43	16	0	20	16	39	12	12	0	1	0	31	17	24	11	1	1	3	25	2	0	2	0	0	35	5	10	13	28	15	37	0	0	10	13	18	9	9	19	2	18	8	16	20	5	0	22	0	0	0	13	20	0	11	11	6	7	5	0	7	6	0	3	6	2	8	7	5	0	3	2	2	6	1	0	9	4	2	4	0	11	13	2	5	0	1	11	8	8	10	2	7	12	12	3	6	1	3	2	9	11	6	6	0	8	3	5	12	7	1	4	4	5	2	10	4	3	7	8	3	0	0	9	3	0	2	4	2	10	2	0	9	9	2	5	17	5	4	9	4	1	5	0	6	0	1	0	4	1	4	7	6	4	5	6	10	0	8	2	6	1	0	10	0	0	1	0	6	3	2	9	0	4	4	3	6	0	0	0	5	7	3	2	2	2	11	4	5	3	2	1	1	2	4	0	3	2	0	3	3	3	6	5	7	6	0	5	6	0	8	1	9	7	2	2	7	1	1	3	4	5	0	0	1	3	1	0	1	9	1	5	0	5	1	4	4	2	3	5	2	1	4	1	5	3	5	1	0	0	0	4	1	1	1	3	0	1	2	7	6	3	1	4	0	6	6	1	2	4	5	5	5	1	0	2	4	1	2	2	0	0	0	1	3	1	1	5	1	0	4	4	3	5	3	0	1	2	2	0	0	0	2	4	0	1	2	3	3	1	2	2	0	3	2	2	0	0	2	0	3	0	2	0	2	2	0	4	0	3	3	2	3	4	2	1	1	0	5	7	2	0	3	2	6	3	0	1	7	0	3	1	6	4	0	4	0	2	3	3	3	4	0	0	4	1	0	3	2	3	0	3	2	0	2	1	0	6	2	1	0	0	0	2	2	7	3	2	5	2	2	1	4	1	2	3	3	0	1	2	3	2	0	1	12	0	2	1	1	0	0	0	0	4	3	1	1	5	2	0	3	4	4	0	7	0	4	4	4	2	0	4	1	1	1	5	3	3	0	3	0	0	2	2	0	1	4	0	0	1	0	0	1	2	0	0	0	3	0	5	0	0	0	2	1	0	1	1	1	3	2	6	3	1	2	4	1	5	2	4	1	2	0	3	0	1	0	0	1	0	1
3	0	37	2	0	0	2	1	0	0	22	7	1	25	0	11	0	6	0	2	0	2	9	5	9	0	1	9	11	10	0	2	3	0	17	29	7	18	14	5	50	0	0	5	9	23	11	3	22	0	13	8	7	15	0	0	13	0	5	0	15	3	0	7	7	6	4	12	0	21	14	0	0	4	0	11	5	12	0	1	12	0	10	0	0	11	13	3	4	0	7	4	3	8	0	1	6	7	7	7	1	12	4	7	8	2	7	5	2	9	14	8	1	1	10	4	6	8	3	0	5	13	9	4	8	1	5	6	10	4	0	0	4	2	3	6	6	2	9	10	0	6	12	1	4	21	0	11	2	0	4	3	2	9	1	0	0	2	0	1	6	7	4	6	7	4	1	5	4	10	0	0	2	3	2	5	0	4	3	4	7	0	2	8	6	1	0	0	0	2	4	1	7	5	3	5	2	2	3	0	6	0	4	13	2	6	2	0	5	8	2	7	5	6	2	0	14	4	1	1	5	5	5	1	4	7	1	3	5	5	5	1	0	0	0	6	2	3	11	0	12	1	0	4	8	5	0	5	8	1	0	3	0	4	3	8	2	0	0	0	2	2	1	1	2	0	0	6	7	3	1	2	6	0	7	6	1	4	0	2	9	4	0	4	4	0	0	0	2	0	0	0	0	7	1	0	2	0	2	1	1	0	3	3	0	5	7	1	0	0	0	0	2	3	2	7	2	3	1	3	2	2	2	3	0	6	0	2	1	0	0	13	6	0	4	0	2	0	3	2	8	3	2	1	2	3	0	0	1	5	0	3	0	7	0	2	2	11	0	8	2	2	3	0	1	0	4	5	1	4	6	0	0	3	0	0	2	2	1	0	5	1	2	4	1	0	6	2	0	2	0	0	0	0	0	1	0	1	0	6	3	3	1	2	3	1	0	0	2	7	4	0	1	1	0	2	1	1	1	0	0	1	5	1	0	6	9	4	0	2	3	1	2	2	0	2	2	1	3	0	1	1	3	0	3	2	1	0	0	0	0	0	1	9	3	3	2	1	0	1	2	4	3	0	2	1	2	1	0	1	0	0	3	0	0	1	1	0	0	0	6	5	0	4	8	5	0	1	1	1	1	0	1	0	1	0	0	1	0	4
6	0	66	122	65	0	23	1	7	0	42	39	9	38	7	26	39	39	0	21	0	25	18	34	22	12	10	26	28	22	0	28	15	4	23	2	18	20	13	7	4	8	0	17	11	10	4	15	12	11	9	6	11	8	2	0	13	0	9	2	7	10	6	14	13	8	7	9	0	7	14	2	8	5	7	6	4	4	0	6	6	5	4	0	15	6	7	19	6	2	5	4	10	6	0	2	3	11	5	4	6	6	10	3	3	10	8	8	6	5	4	9	12	1	0	11	8	2	5	2	8	7	7	6	2	2	7	0	5	7	1	4	6	8	7	15	9	1	8	5	4	4	4	9	4	0	7	4	4	2	11	7	7	0	3	3	5	4	1	2	2	1	3	1	2	0	6	1	1	3	2	5	4	5	2	6	5	3	8	3	1	1	2	2	1	1	0	1	0	6	4	1	6	16	3	0	3	4	6	2	4	2	4	3	2	3	6	5	0	3	3	3	2	7	2	1	5	6	1	1	6	0	3	2	2	3	0	0	1	3	1	2	3	5	3	3	4	2	2	3	0	1	3	4	2	1	5	5	1	2	3	7	3	4	5	3	1	2	6	1	2	1	2	4	1	5	1	4	3	1	4	2	3	4	6	2	2	3	4	1	0	1	0	6	1	4	0	0	1	3	0	4	4	0	8	2	1	1	1	4	3	4	3	0	4	0	3	3	1	1	9	4	4	2	2	0	2	2	1	2	0	3	3	2	3	2	5	2	0	4	0	5	6	4	4	1	3	4	2	1	1	3	4	4	3	3	1	4	1	3	0	3	2	2	0	2	0	0	2	1	1	1	4	0	2	0	0	0	2	3	1	2	2	0	1	3	0	1	6	0	4	3	0	0	2	2	3	3	5	1	5	0	1	1	2	2	1	1	5	1	3	3	1	1	1	0	4	4	0	1	1	0	1	2	3	4	1	2	0	3	4	1	2	1	2	1	0	1	0	4	0	1	5	1	5	1	0	1	1	0	0	1	1	2	0	2	2	4	2	0	1	4	2	2	1	4	1	1	3	1	0	2	3	1	2	7	3	2	1	3	2	0	1	2	4	2	2	2	0	1	1	0	0	1	3	3	2	2	0	1	1	0	0	2	0	0	1	2	6	2
398	110	65	41	30	0	23	44	7	35	55	50	22	16	16	34	7	23	33	7	0	38	28	16	15	12	4	26	33	9	0	13	7	22	16	24	24	17	15	29	2	6	1	5	19	3	20	1	6	3	20	21	11	4	7	0	5	3	0	3	9	12	5	13	12	23	7	6	0	13	14	0	22	6	15	9	5	2	8	5	8	2	8	0	2	8	1	13	6	0	7	3	5	8	0	6	4	14	9	3	12	6	6	5	7	5	4	5	2	2	10	5	12	4	1	8	11	1	2	2	5	7	9	5	12	7	7	1	7	0	3	3	2	3	4	8	4	4	4	7	0	5	0	8	1	0	3	5	6	2	9	1	1	0	3	7	5	5	6	6	2	4	3	3	5	5	3	0	0	5	2	1	4	3	3	1	1	0	4	4	1	0	1	1	1	0	0	4	0	6	0	4	2	3	2	1	8	5	6	4	1	0	3	3	2	5	4	0	1	2	5	2	2	6	6	2	3	1	5	2	4	3	3	3	4	4	6	1	2	1	0	8	1	4	1	3	1	3	4	0	3	6	2	2	2	0	1	1	4	2	0	5	3	6	4	2	0	2	3	1	4	2	3	2	1	6	2	1	2	2	4	1	3	4	2	2	8	5	3	0	2	1	3	5	1	4	0	1	2	1	1	1	4	0	3	5	5	3	1	5	1	2	1	2	3	1	1	3	6	3	0	6	0	4	0	3	2	3	1	0	3	0	3	5	2	3	2	2	1	1	1	1	4	5	3	0	3	2	4	5	0	1	1	1	2	3	1	7	1	5	2	2	1	2	2	4	0	2	1	7	2	0	0	1	7	0	2	2	2	3	0	0	0	2	1	6	3	3	4	1	3	0	0	2	3	0	4	2	2	1	1	0	6	3	2	0	4	1	3	1	2	5	2	0	0	4	2	0	3	2	6	3	3	0	0	3	2	0	1	0	0	3	2	0	3	1	4	5	0	1	0	2	1	2	4	2	1	1	2	0	0	1	5	2	1	2	0	0	1	2	1	4	0	0	1	5	0	0	7	2	1	2	2	1	3	4	4	1	1	4	0	3	2	1	0	0	0	7	2	1	0	0	2	2	0	0	1	0	2	2	0	0	0	0	0	2	0	2	1	1
3	2	1	152	109	0	59	0	0	0	32	42	64	40	51	21	39	29	2	0	0	11	19	32	38	31	28	24	23	0	0	26	25	0	14	0	10	36	10	11	1	9	13	11	15	10	2	25	2	2	4	25	2	2	7	0	2	0	9	21	3	0	4	1	12	33	8	4	0	4	23	3	3	8	2	2	4	7	0	4	1	4	0	10	3	1	2	8	12	15	2	3	13	0	0	9	4	10	3	1	7	5	2	1	1	9	10	2	8	2	1	10	11	0	0	9	3	1	0	12	8	9	1	8	7	6	7	0	2	7	7	7	3	4	4	3	3	7	3	6	5	1	2	12	0	1	15	1	1	5	2	5	3	1	1	6	16	0	9	8	3	0	0	2	1	2	1	0	2	3	3	8	1	6	5	6	7	2	9	6	0	7	9	1	2	0	1	0	0	8	2	5	3	10	2	2	5	7	5	8	2	5	8	1	1	4	6	9	0	0	1	7	1	7	2	2	1	1	6	1	6	0	3	7	5	0	2	0	2	2	0	6	6	5	3	0	4	5	3	4	1	1	2	0	2	0	2	0	2	0	0	9	8	5	3	4	0	5	3	1	6	9	6	1	0	7	1	0	2	0	2	3	4	3	3	0	8	2	5	3	0	4	5	5	6	2	3	0	4	0	3	2	2	1	5	2	6	0	4	2	5	6	1	3	2	0	0	3	0	6	1	6	3	0	7	1	1	7	0	0	4	4	1	5	6	0	3	0	5	0	0	2	2	10	5	2	0	8	3	0	0	3	1	5	0	1	0	6	0	4	5	6	6	2	3	3	1	1	1	0	3	2	1	7	3	0	0	1	0	3	1	2	2	1	1	4	0	2	1	1	0	2	0	1	0	0	4	2	2	1	3	2	2	1	3	0	2	0	1	0	0	1	0	7	1	2	3	2	2	0	0	3	1	1	3	2	4	3	1	1	2	1	1	2	2	0	0	0	1	0	2	2	1	3	1	0	2	0	1	2	3	1	3	0	0	3	1	0	1	1	0	3	4	0	1	1	0	0	2	5	1	7	5	1	2	3	2	1	1	3	2	0	0	1	1	2	1	0	3	2	1	1	0	0	2	0	1	2	1	2	0	0	0	1	0	1	4	2	0	2
40	43	52	20	5	0	4	16	48	3	86	29	0	14	0	60	0	10	15	2	0	59	42	4	23	2	1	17	32	44	0	2	0	8	41	21	39	10	38	35	4	0	0	21	17	11	39	7	8	27	16	9	37	16	3	1	26	0	0	0	21	13	0	27	6	10	15	13	0	9	16	0	10	3	10	11	10	10	0	2	7	1	12	1	1	11	14	8	9	0	7	17	9	11	0	1	3	12	20	13	7	6	14	11	15	6	2	5	2	12	8	10	6	1	7	10	13	5	2	2	4	3	7	1	10	9	11	7	15	1	0	1	2	4	1	6	4	5	11	7	0	4	16	0	5	0	5	8	9	0	4	0	7	4	6	4	0	8	3	18	8	7	8	9	8	5	8	0	0	12	0	0	3	2	0	3	0	4	3	13	7	0	0	3	8	2	0	8	0	5	13	2	5	0	2	2	4	10	3	2	8	8	8	3	13	3	0	0	1	3	11	8	3	6	4	0	6	5	3	0	8	4	7	1	2	3	0	8	6	2	6	1	1	5	0	5	8	5	0	0	5	2	0	3	4	1	5	7	10	6	0	0	2	4	4	2	5	0	1	0	1	2	1	3	2	0	2	4	5	3	2	1	8	0	3	3	1	2	4	1	2	2	0	2	1	3	0	3	2	1	0	0	5	1	2	4	1	3	0	3	5	0	2	4	0	0	6	0	1	3	0	0	2	2	0	3	6	2	0	9	4	1	0	0	1	4	3	3	0	0	1	0	7	3	5	0	6	0	1	6	1	3	0	3	2	2	0	1	3	8	7	3	1	4	3	0	0	2	0	1	0	3	5	0	3	0	2	2	3	9	4	0	0	4	6	1	2	0	5	0	7	2	2	2	3	0	1	7	1	2	0	0	0	2	3	0	5	0	0	2	4	2	3	0	3	1	4	0	0	2	2	0	1	2	0	2	3	0	1	0	1	1	1	2	0	3	0	5	4	1	1	5	4	5	0	5	4	1	2	0	2	4	1	0	3	0	0	0	0	0	2	2	3	6	3	3	3	0	2	0	2	4	2	0	1	0	1	0	2	1	1	0	6	0	0	1	5	8	2	0	0	1	0	5	0	2	7	0	1	0	1	4	2	0	2	0	0	0	3	0
418	194	154	18	29	0	11	27	2	67	20	46	1	14	0	10	0	17	30	0	0	9	12	21	25	2	1	26	3	16	0	3	31	25	13	21	11	35	9	6	0	6	0	8	15	8	7	2	5	9	7	8	1	2	1	0	6	0	2	1	4	2	0	7	4	7	5	3	0	19	19	0	5	3	9	2	3	12	0	5	2	0	18	4	0	5	4	7	6	0	6	1	0	8	1	5	3	6	6	4	4	3	2	0	0	7	4	2	5	0	1	3	12	21	1	8	4	4	1	2	3	3	1	3	7	15	2	0	4	3	0	2	5	0	0	5	6	6	2	4	0	5	7	5	1	0	5	5	6	1	5	0	1	1	0	2	0	6	10	13	3	6	0	3	1	1	5	4	1	5	5	4	0	0	3	5	0	1	4	2	1	0	5	0	3	1	0	4	0	3	5	1	1	8	3	1	9	9	2	1	2	2	7	2	4	4	4	1	0	1	2	3	0	6	4	0	0	7	1	0	4	2	4	3	9	0	4	1	4	1	0	0	1	0	4	3	2	4	3	4	4	9	1	9	7	0	10	2	2	3	0	2	1	0	6	3	0	0	0	3	4	1	2	1	4	2	0	2	3	0	6	0	3	1	1	2	2	2	2	7	1	0	4	0	11	0	0	1	4	0	0	1	1	1	4	4	0	4	1	10	4	1	5	2	1	0	2	2	2	0	1	8	2	2	1	2	4	0	1	0	2	1	4	6	1	3	3	3	2	2	2	6	2	0	4	0	2	0	1	2	0	4	5	1	2	8	5	3	3	3	4	3	1	2	2	2	0	3	2	3	4	0	0	0	4	0	2	2	0	4	1	0	1	3	0	1	2	3	3	0	2	2	0	0	4	0	2	1	4	0	0	0	4	3	4	0	2	1	0	2	3	0	3	0	1	5	1	1	1	0	5	0	3	1	0	5	3	0	1	0	1	3	0	4	1	0	2	1	6	1	2	1	5	0	3	2	4	6	0	0	2	1	0	2	1	0	2	1	1	0	10	2	1	1	1	2	1	0	3	1	5	0	1	1	4	1	3	1	2	2	0	0	2	1	1	1	4	5	3	1	0	1	2	4	2	0	3	2	0	3	2	1	2	0	2	0	0	3	2	1
3	1	81	8	1	0	7	0	11	5	28	15	0	15	0	8	0	4	1	54	0	15	20	15	10	1	3	9	17	31	0	1	2	17	41	14	20	27	18	4	4	1	0	3	13	17	26	4	12	24	25	4	15	8	4	0	7	0	2	0	13	18	0	26	12	6	2	11	0	11	15	1	3	8	2	12	12	8	1	4	25	0	23	0	0	5	8	10	3	0	6	11	4	17	0	3	7	5	8	5	4	8	7	7	10	6	4	3	2	9	12	5	14	0	2	10	16	6	12	3	6	18	4	2	7	10	5	7	13	3	0	0	2	3	0	5	4	2	9	5	0	9	6	4	7	0	3	10	4	0	3	0	0	4	0	0	0	5	2	11	6	7	6	9	6	5	0	0	1	6	2	0	6	2	0	3	0	7	7	3	3	0	1	2	12	7	0	3	0	7	8	4	4	3	2	2	5	1	9	0	3	2	1	5	1	6	4	1	1	6	7	3	2	4	11	0	9	6	1	2	5	2	4	0	1	7	0	8	3	3	5	0	0	1	0	3	3	3	2	0	6	2	0	1	3	2	7	2	6	8	0	0	4	4	4	6	3	1	1	0	2	5	2	13	3	0	0	7	5	2	2	1	11	0	2	3	5	2	1	11	6	1	0	2	0	0	0	5	4	9	0	0	1	0	1	8	3	0	0	4	0	3	0	3	0	3	4	2	2	1	0	0	4	2	0	4	8	3	0	3	0	3	1	1	0	2	1	3	0	4	0	4	1	3	4	0	6	0	2	1	1	2	2	3	8	4	0	1	8	1	0	1	4	3	1	2	0	3	4	3	4	1	4	0	1	6	4	2	5	9	6	0	1	3	5	3	0	4	2	0	1	3	6	4	3	0	2	6	2	0	0	0	0	1	5	1	3	2	0	4	6	3	0	1	2	1	1	1	2	4	8	1	3	2	0	2	1	1	0	0	0	0	6	1	0	1	1	3	1	0	4	6	1	2	2	2	4	3	1	0	3	5	1	1	6	1	0	0	1	0	4	1	4	4	2	3	1	0	0	0	2	0	4	1	0	2	1	0	1	4	0	0	0	1	0	0	2	0	1	0	1	1	0	2	0	2	1	2	1	2	1	1	4	0	8	0	0	3	1	0
