Zg16	Clca1	Muc2	Lypd8	Sprr2a2	Igkc	Plac8	Tff3	Mptx1	Fcgbp	mt-Co2	S100a6	Saa1	Actb	Muc3	mt-Co1	Dmbt1	Krt8	Spink1	Reg4	Igha	mt-Atp6	mt-Cytb	Muc13	Txn1	Krt20	Prdx6	Tspan1	mt-Nd1	Spink4	Jchain	Ly6a	Ceacam1	Sval1	Tpt1	Agr2	mt-Nd4	B2m	mt-Nd2	mt-Co3	Ptma	Lgals3	Car4	Actg1	Slc25a5	Ppia	Rps23	H2-Aa	Eef1a1	Ccl6	Rpl23	Tmsb4x	Rack1	Rpl27a	Guca2a	Reg3b	Rps24	Reg3g	Plet1	1810065E05Rik	Rps21	Scd2	Slc26a3	Ly6e	Atp1b1	Cox7c	mt-Nd3	Rplp0	Aqp8	Calr	Cox8a	Tgm3	Dstn	Calm1	Hsd11b2	Rps14	Rpl10a	Rpl41	Slpi	Crip1	Oit1	Aqp4	Hspa5	Mgat4c	Gm29123	Rps3a1	Rpl15	Itm2b	Lgals4	Ifit1bl1	Rps20	Rps7	Gm10053	Rpl30	Car1	Eif2s2	Rps27a	Cox6a1	Rpl39	Rps16	Cox5a	Rps3	Rpl18a	Rps9	Rpl17	Myl6	Gpa33	Tspan8	Gapdh	Rpl35a	Rpl7	Chchd2	Tm9sf2	Retnlb	Hsp90ab1	Cox4i1	Rpl31	Wdr24	Rpl13a	Slc26a2	Atp5g3	Gfpt1	Rps13	Actn4	Arf1	Tgoln1	Slc25a3	Rpl28	Rps29	Gm20594	Sectm1b	Mxd1	mt-Nd5	H2-Eb1	Ezr	Tmbim6	Cox6b1	Srsf1	Rps11	Atp5a1	Ces2c	Prdx1	Rpl37a	Atp1a1	Rpl5	Hmgb2	Uqcrb	Serinc3	Rpl37	Maoa	Cd9	Clca3b	Fos	Rpl12	Jun	Klf4	Clec2h	Smim14	Rfk	Tmem59	Rps26	Manf	Rpl4	Rps25	Eef1b2	Rps19	Sycn	Tubb5	Tmem86a	Gm8797	Cdh17	Cdkn1a	Ccnd2	Hk2	Pls1	Fth1	Upp1	Nfatc2	Cdh1	Ubc	Rpl6	2200002D01Rik	Krt19	Rps17	Rpl7a	Adh1	Fabp6	Rep15	Gzma	Gnas	Rps28	Ldha	Cldn7	Spint2	Hspa8	Hmgb1	Gng5	Dynll1	Rpl10	Id1	Rps18	Cs	Cox6c	Sec61b	Klk1	P4hb	Hint1	Mgst3	Snrpf	Txndc5	Gm17541	H3f3a	Rps8	Serf2	Tm9sf3	Clca4b	Tmed2	Pabpc1	Prr13	Xist	Cd63	Hdgf	H3f3b	Myl12b	Tagln2	Pdia6	S100a10	Rps4x	Gm11808	Rps6	Rpl14	Cystm1	Tm4sf20	Slc44a4	Slc10a7	Rplp1	Atp5g1	Vdac2	Ybx1	Cdhr5	Rpn1	Bcas1	Cd74	Gm9844	Pfn1	Set	Ceacam10	Rpl13	Rps15a	Hsp90b1	Gsdmc4	H2-Ab1	Aldh2	Atp5l	Tpd52	Calm2	Slc12a2	Ggh	Ckmt1	Chp1	Pigr	Ctnnd1	Iqgap2	Cd177	Serp1	Ahnak	Car2	Rnf31	Rpl19	Rpsa	Fut2	Duox2	Cmpk1	Ms4a8a	Spcs2	Dmxl1	Prss32	Clic1	Aco2	Pcbp2	Wbp5	Rpl22	Actr3	Anxa2	Ywhaz	Cox5b	Emp1	Cd24a	Rrbp1	Nov	Slc13a2	Gprc5a	Tmprss2	Tuba1b	Sri	Cd164	Btf3	Hmgcs1	Slc6a8	Tmed10	Ptp4a1	Cox7a2	Fxyd3	Mdh1	Myh14	Gpx2	Eef1g	Serpinb1a	Gcnt3	Pdlim1	2210407C18Rik	Mboat1	Ctsb	S100a11	Lars2	Sec61g	Galnt7	Atp5c1	Pkn2	Rps5	Cox7b	Dsg2	Dbi	Serpinb6a	Cd38	St6galnac6	Uqcrq	Arf4	Apol10a	S100a16	Lama4	Ndufa4	Atp5b	Lrrc58	Uqcr10	Pmp22	Rpl36a	Smpdl3a	Ywhab	Gmds	Gnb1	Ucp2	Rbm47	Atp5g2	Creb3l1	Qsox1	Zfp644	Ctnnb1	Hepacam2	Atp5j	Id3	Rac1	Ndufb8	Ywhae	Sqrdl	Mcl1	Klf6	Hnrnpab	Gsn	Glul	Sppl2a	Rps10	Rpl26	Ces2e	Arpc2	Dlk1	Sypl	Ostc	Npm1	Sec61a1	Rpl8	Gda	St3gal4	Hnrnpf	B3gnt7	Tapbp	Krt18	Atp5f1	Uqcrh	Ethe1	Golm1	Prdx5	Parm1	Pcbp1	Tkt	Ido1	Ybx3	Rpl38	Rnf128	Zfp36	Atp12a	Cyp4f14	Lurap1l	Hoxb13	Eif4g2	Hsp90aa1	Tram1	Capzb	S100a14	Nans	Ywhaq	Mrfap1	Arl1	Gna11	Serbp1	Lasp1	Atp5j2	Slc5a8	Shisa5	Gm4262	Atp6ap2	Rhoc	Hnrnpa2b1	Hnrnpa3	Slc6a14	Eif1	Aes	Ctss	Ahcyl2	Clcn2	Clic5	2010107E04Rik	Eef2	Ndufa6	Sult1b1	Eif5a	Pdia3	Suclg1	Scin	Ddost	Oaz1	Rab1a	Cldn3	Tax1bp1	Npc2	Stard10	Slc4a7	Deptor	Uba1	Ly6d	Arf6	Rpl32	Cdc42	Slc39a4	Rpl34	Gsto1	Ptms	Misp	Txnip	Nudt4	Gm1123	Ndufa2	Naca	Rplp2	Elf3	Slc35c1	Ier2	Srpk3	Msmo1	Higd1a	Cib1	Cycs	Rab2a	Usmg5	Uqcrc2	Chmp4b	Cpd	Hnf4a	Eif3c	Gabarap	Gbp2	Apobec1	Rpl3	Tmem45b	Pkm	Aph1a	Arpc3	Il13ra1	Suclg2	Ildr1	Gsr	Ddx5	Hist1h2bc	Tomm7	Rpl21	Rps12-ps3	Higd2a	Cttn	Ncl	Atp5o	Snhg8	Hgfac	Galnt12	Ceacam20	Mgat4b	Ccng2	Ubd	Arpc1b	Pla2g10	Tubb4b
178	22	140	24	2	0	6	7	49	21	27	24	0	11	0	38	0	14	0	14	0	14	8	12	23	0	3	8	8	32	0	1	10	13	34	14	11	8	18	5	0	4	0	8	9	10	12	3	4	8	16	7	14	14	5	0	17	0	1	0	6	5	0	7	6	5	2	4	0	9	9	0	10	9	14	12	3	8	1	2	10	0	6	0	1	8	4	9	13	0	8	7	1	9	0	3	6	4	6	3	1	6	5	3	8	6	4	7	1	9	4	4	2	0	2	6	8	0	5	1	6	6	9	0	7	13	1	8	3	10	0	0	6	2	1	2	1	1	8	2	0	8	5	1	3	0	10	7	8	2	4	0	5	6	7	5	1	7	2	14	2	6	9	7	3	0	0	0	5	3	4	3	8	3	4	1	0	1	3	6	5	0	1	0	2	3	0	9	0	7	8	1	2	4	2	3	2	4	3	0	3	1	0	2	10	8	2	1	2	0	7	5	3	3	4	0	0	0	1	6	10	4	3	2	1	5	0	2	9	4	2	0	0	2	2	7	10	3	5	0	6	3	0	1	0	1	4	1	2	1	0	1	1	1	3	4	0	0	3	1	5	1	1	4	4	0	0	3	4	2	3	0	0	3	1	1	0	2	2	3	3	5	1	5	6	2	0	1	6	8	1	0	1	0	5	3	1	5	4	0	0	2	1	2	0	0	2	1	2	9	0	1	0	2	0	4	4	3	0	5	1	0	2	1	0	2	2	0	0	0	2	1	1	0	5	0	2	1	2	0	3	5	3	3	2	3	2	0	4	0	6	4	0	1	0	1	2	1	4	3	3	2	1	0	0	0	3	4	0	1	1	0	0	4	0	4	4	2	1	1	1	2	3	3	2	0	0	5	3	0	0	0	2	2	3	3	1	2	2	1	2	1	1	0	5	3	2	0	0	0	5	0	1	3	0	7	1	0	0	0	0	1	2	3	0	1	1	3	1	4	2	3	3	2	3	4	1	3	3	0	2	3	3	0	0	0	3	0	3	0	11	0	4	2	1	2	0	0	1	1	3	0	0	3	1	2	3	0	0	2	0	0	2	0	0	1	1	4	2	0	2	0	0	4	9	0	0	2	1	2	3	4	1	0	0	1	0	1	1	3
1	1	3	90	31	0	83	1	0	0	110	42	4	28	51	58	38	46	0	0	0	63	84	25	19	16	26	30	47	0	0	39	1	0	20	0	52	31	27	38	0	20	11	21	34	7	5	10	5	0	11	20	4	4	5	0	5	0	13	16	11	6	7	7	22	18	23	7	0	15	13	16	11	10	5	5	3	5	0	5	2	11	6	10	7	3	4	9	7	21	5	2	15	4	11	2	1	16	6	3	8	2	3	1	1	13	7	3	10	1	1	6	11	0	2	11	4	2	1	0	4	3	5	6	10	9	13	1	5	2	6	2	3	8	5	4	9	3	6	12	2	3	3	12	2	0	13	2	1	9	9	7	2	1	0	7	1	0	2	7	1	1	1	1	3	0	0	0	0	1	6	8	0	2	8	4	1	1	8	4	2	5	5	1	1	0	0	0	0	10	2	6	6	2	2	0	13	5	1	5	0	3	13	4	0	1	10	3	2	0	3	1	1	5	5	6	3	2	6	1	6	0	1	6	5	1	3	1	1	0	0	5	0	3	7	6	12	8	5	2	0	0	3	1	0	1	0	2	1	0	9	2	3	4	1	5	0	6	8	5	8	4	8	1	1	4	15	0	2	0	1	4	2	4	0	0	3	4	7	0	0	2	3	3	2	8	3	0	2	0	6	4	8	0	7	2	1	2	2	3	1	2	0	7	4	0	1	5	0	1	0	2	3	0	0	4	0	3	0	1	2	1	4	2	3	0	5	1	11	3	0	0	5	0	12	4	3	2	5	1	6	5	2	4	0	0	0	1	0	3	7	5	4	7	2	1	1	0	1	1	0	0	2	7	2	0	0	1	0	1	1	2	0	0	0	0	0	5	3	5	3	3	2	1	0	0	3	2	3	0	0	0	2	4	5	0	1	2	1	0	0	0	5	5	2	3	4	3	5	2	0	0	1	3	6	2	4	2	3	5	0	4	1	5	3	0	0	4	0	1	1	3	2	1	2	4	0	2	1	11	3	0	1	6	1	3	0	0	1	4	0	1	3	1	0	4	0	0	3	8	2	1	1	4	2	1	1	3	0	0	0	6	2	3	6	3	3	2	2	4	0	0	3	3	1	0	3	3	1	1	1	1	0	5	1	5	0	3	2	2
5	0	116	10	0	0	1	1	56	1	20	28	0	15	0	27	1	5	0	54	0	18	10	14	9	1	0	17	11	50	0	0	4	8	44	10	8	19	12	4	11	0	0	4	12	15	20	1	14	15	20	3	22	21	5	0	12	0	1	0	12	3	0	18	5	9	10	7	0	5	16	0	2	5	3	12	17	7	0	1	28	0	11	0	0	8	11	3	2	1	16	7	3	10	0	3	9	11	20	4	5	10	13	7	8	5	3	2	0	5	13	2	8	0	6	8	10	2	14	2	11	11	7	0	7	13	3	11	13	1	0	1	5	1	4	5	10	1	6	6	0	7	10	3	6	1	5	8	8	0	5	0	0	7	0	0	1	6	0	8	3	14	7	8	7	5	0	1	2	8	5	1	8	1	1	8	0	6	2	7	3	0	0	3	5	4	0	2	0	5	4	2	1	6	3	4	0	0	9	0	1	1	1	10	6	4	6	0	11	2	11	4	5	11	9	0	5	2	0	4	10	3	1	3	0	13	0	9	6	3	2	3	0	3	3	3	2	1	1	2	7	1	0	1	3	8	10	2	8	4	0	0	1	4	8	2	1	0	0	0	8	3	0	9	6	0	1	3	4	6	5	0	3	0	2	0	0	3	0	7	8	6	5	2	1	1	1	3	5	6	0	0	5	2	1	10	1	0	0	2	2	4	2	3	1	3	5	0	2	0	0	0	3	6	1	7	4	5	0	3	1	2	1	1	3	2	2	3	0	2	0	9	3	1	1	0	4	0	4	4	1	1	2	9	6	1	0	3	2	1	0	6	0	3	1	0	1	3	4	2	1	3	5	0	5	0	3	4	3	2	1	0	0	3	4	5	0	4	7	0	7	1	3	5	6	1	1	4	3	2	0	0	4	0	3	2	4	5	1	1	6	3	0	2	3	3	1	0	1	4	2	2	0	4	0	3	5	0	0	0	0	1	5	0	0	1	3	1	0	2	3	2	0	1	2	2	2	0	2	0	3	3	2	0	5	1	2	0	0	0	12	3	3	2	3	3	3	0	0	0	2	1	6	1	0	1	4	0	3	1	0	0	2	1	0	1	2	0	1	0	0	2	0	1	2	0	0	1	1	6	2	5	3	0	2	0	0	0	1	3
14	1	95	13	2	0	7	4	111	0	20	17	0	7	1	26	1	4	2	36	0	28	13	7	15	0	0	13	8	37	0	3	2	21	40	29	13	40	14	11	13	1	0	17	17	17	19	3	20	23	22	4	23	13	5	0	20	0	2	0	19	3	1	18	2	11	18	16	0	23	13	1	8	5	11	18	10	18	0	3	14	0	5	0	3	19	9	9	6	0	15	13	4	11	0	0	7	6	16	9	5	8	9	5	12	3	2	10	2	14	10	7	10	4	6	10	11	6	5	1	6	5	19	0	14	8	7	10	7	1	0	0	1	5	2	5	6	1	12	5	0	9	16	3	7	0	2	8	10	0	4	0	7	8	9	3	1	6	1	11	7	6	6	8	12	4	1	1	1	16	1	1	1	0	0	5	0	5	3	7	7	1	1	9	9	4	0	3	0	14	10	5	8	6	4	4	2	5	11	0	5	0	2	16	2	9	6	2	2	5	5	15	3	3	5	0	5	4	1	0	15	3	9	0	8	8	1	8	8	5	9	4	0	2	0	7	2	1	1	2	3	2	0	8	2	1	7	7	6	3	0	3	1	5	9	3	3	1	1	0	4	1	1	7	13	0	0	3	2	4	3	0	7	2	1	8	1	3	0	2	6	4	1	1	2	0	0	5	3	11	0	0	3	2	1	7	3	3	0	4	1	0	2	1	0	0	1	1	0	4	1	0	3	8	0	5	1	3	0	2	0	1	1	3	0	9	5	4	0	4	0	5	3	1	4	0	6	0	0	7	1	4	2	0	4	3	1	0	2	3	0	3	2	5	0	0	1	3	0	0	1	3	5	0	4	0	2	12	4	6	2	0	0	2	5	0	3	4	7	2	9	0	0	2	1	0	1	5	0	5	0	0	0	7	4	0	7	3	1	0	2	1	4	2	0	1	2	0	1	2	1	0	0	1	0	5	3	1	0	0	0	3	1	1	0	1	1	2	1	2	2	7	2	1	3	2	4	5	0	0	3	7	1	0	2	2	0	0	0	0	1	3	1	7	4	3	7	0	3	0	4	3	3	1	2	2	0	0	0	3	0	0	1	4	0	1	1	3	1	3	2	1	0	3	3	3	0	0	0	2	2	6	2	0	1	1	0	1	3	1
8	4	0	85	66	0	24	0	0	0	319	31	19	39	62	195	69	33	1	0	0	201	230	28	19	21	9	23	128	0	0	5	11	0	4	0	136	15	81	116	2	27	15	20	18	0	0	10	1	0	2	5	1	0	9	2	1	0	3	7	4	0	15	3	12	17	60	4	5	4	3	16	6	5	4	1	0	4	0	19	3	1	1	4	2	1	4	10	7	3	2	0	7	1	7	1	0	10	0	2	7	8	2	3	1	11	8	4	5	1	0	16	6	0	0	6	1	0	0	8	1	1	1	5	1	5	8	1	1	3	5	4	10	10	5	8	5	5	3	6	5	1	0	9	1	0	3	2	0	7	5	4	3	0	0	1	5	1	5	2	0	0	0	1	0	1	0	0	4	1	5	1	0	8	7	5	8	1	8	7	1	5	7	0	0	0	0	0	0	9	1	16	7	1	0	0	3	1	1	0	0	3	5	3	1	3	4	5	0	0	1	6	0	6	1	1	1	2	1	2	4	0	3	4	3	0	4	1	2	0	1	3	0	7	2	1	4	2	2	5	2	0	6	1	2	0	0	1	0	0	2	7	5	4	2	0	0	0	4	5	5	2	2	3	0	4	3	0	1	0	0	1	5	4	0	0	4	3	3	0	0	0	3	4	0	3	8	0	3	0	7	3	3	0	5	0	1	2	2	0	5	2	1	1	4	0	0	1	0	1	0	1	3	0	1	1	0	2	0	0	2	1	2	4	1	3	1	0	4	0	0	0	2	3	2	2	1	1	3	2	6	0	4	4	1	0	0	1	0	2	2	5	2	1	4	2	0	3	2	1	2	0	0	0	3	0	0	0	0	0	1	1	1	1	2	5	3	1	1	4	0	4	2	2	0	0	0	0	3	1	1	1	0	0	0	0	0	4	2	1	1	3	0	1	0	3	1	4	1	0	0	4	2	0	1	1	1	2	4	1	2	2	1	0	2	0	0	2	0	0	1	4	1	0	1	0	1	1	0	1	5	0	1	2	1	1	0	4	0	3	0	1	1	0	0	0	0	0	3	5	4	2	0	3	3	5	1	3	1	0	2	1	0	2	0	3	1	1	0	5	0	0	1	0	1	1	0	5	0	0	0	0	2	2	1	1	0	5	2	2
778	318	89	30	52	0	5	175	33	66	71	60	23	9	0	42	0	32	93	0	0	22	31	37	28	10	1	19	20	18	0	7	4	43	10	17	14	6	14	18	1	8	0	17	7	2	7	7	4	5	3	17	1	2	0	0	5	0	0	0	1	1	0	13	7	12	8	2	0	21	8	0	16	7	10	1	0	5	14	6	2	0	8	0	1	1	0	7	6	0	3	0	3	4	0	4	3	4	2	1	3	2	1	1	2	10	4	5	0	0	1	6	18	2	1	3	5	1	0	1	1	4	4	3	8	4	4	1	5	7	4	8	0	0	4	8	4	6	0	1	1	1	1	2	1	0	2	3	0	0	6	0	2	0	0	4	2	2	4	13	2	6	0	1	2	0	0	0	0	2	5	3	0	2	0	4	0	0	9	3	0	1	1	0	1	0	0	6	0	10	2	3	3	3	1	0	4	6	2	2	0	0	3	6	3	12	2	2	0	0	1	4	1	8	3	0	3	0	2	0	3	0	4	3	4	2	9	0	2	1	0	11	0	0	0	3	0	0	0	2	3	8	0	0	2	0	1	1	0	1	0	3	4	3	2	0	2	1	2	1	4	5	0	0	3	5	0	1	2	1	2	4	3	3	1	0	3	4	2	2	1	1	2	2	2	1	0	1	0	0	0	1	1	0	4	8	2	0	2	7	1	1	1	1	2	0	1	2	3	2	1	3	2	1	0	3	1	1	1	0	0	0	2	2	0	2	0	2	0	4	7	1	1	0	5	0	1	0	3	2	3	2	2	0	1	3	4	3	0	0	4	5	2	0	2	3	1	0	6	6	0	1	1	0	5	0	0	1	0	2	1	0	0	1	3	0	7	1	2	1	0	2	2	3	0	0	1	2	6	0	1	0	4	3	1	0	2	1	1	0	2	0	2	0	1	3	0	0	5	0	4	4	0	2	1	3	2	0	1	0	0	0	0	1	0	1	3	1	1	6	1	5	0	3	2	1	2	0	0	0	4	1	0	2	0	0	0	0	1	0	3	2	0	1	6	2	0	0	1	0	0	1	0	2	0	4	4	4	0	1	7	8	0	2	2	1	1	3	1	3	2	2	1	2	1	0	0	2	1	2	0	2	4	0	3	0	0	1	0	2
19	3	3	4	5	0	5	1	4	0	46	4	1	11	2	24	31	9	2	1	0	41	41	7	9	2	4	1	25	1	0	3	5	3	37	2	26	23	18	19	15	0	0	8	11	21	25	10	33	1	26	3	29	26	0	0	18	0	2	0	15	4	0	3	5	3	8	18	3	13	15	0	2	3	1	16	14	16	0	2	2	3	4	1	3	13	9	5	2	0	16	19	2	17	0	2	9	7	17	12	3	13	16	6	17	7	4	2	5	12	4	9	1	1	16	3	14	11	11	2	7	1	13	4	6	1	3	11	16	2	0	1	2	11	1	4	2	3	18	13	0	6	11	2	15	0	3	4	10	0	0	8	0	13	1	0	0	1	1	1	10	4	16	12	15	10	0	3	1	10	6	0	2	1	3	6	0	11	2	2	7	0	1	8	9	7	0	0	0	6	8	3	3	3	7	6	1	2	14	0	8	4	3	4	0	3	2	2	1	0	7	10	11	8	1	0	2	13	0	4	2	4	5	3	4	2	0	10	5	13	8	0	2	0	2	8	4	1	9	0	2	0	5	1	1	4	2	10	11	1	0	4	0	4	3	3	5	1	0	2	7	0	0	5	0	0	2	6	2	10	0	0	3	2	4	4	1	3	2	4	7	8	1	3	1	1	0	4	3	0	0	0	0	5	1	3	7	1	1	7	0	2	2	0	1	7	7	1	1	2	1	0	5	2	0	2	0	6	0	5	3	2	0	0	0	0	2	1	1	0	0	1	3	4	1	0	12	0	2	2	0	2	0	2	2	0	0	1	0	3	0	5	0	4	0	2	1	4	0	4	1	9	9	0	2	0	3	1	10	4	10	0	0	1	0	1	2	3	2	0	4	1	0	4	3	0	3	3	1	1	0	0	0	0	0	3	4	0	0	2	6	1	1	2	2	2	1	0	0	7	1	0	2	3	1	4	2	1	2	2	0	3	11	0	0	3	1	3	0	1	2	1	1	2	3	1	0	0	1	0	2	7	3	0	2	1	1	3	3	1	0	0	2	6	3	2	1	0	1	0	3	1	2	3	0	2	4	3	2	0	0	0	5	2	2	1	2	1	0	0	3	2	0	2	0	1	2	1	0	1	2	0	0	1	0	0	0	1	0	1
3	0	115	4	1	0	4	4	2	1	23	8	0	21	0	9	0	7	1	14	0	9	14	11	27	1	0	12	19	33	0	3	1	1	30	30	16	18	16	2	7	0	0	4	9	11	15	5	14	12	9	3	14	14	5	0	10	0	8	0	17	4	0	24	3	12	13	15	0	24	7	0	3	5	2	14	7	22	0	3	14	0	12	0	2	6	9	4	5	0	5	10	1	6	0	3	6	7	9	7	5	8	3	6	8	2	4	2	6	5	3	5	7	0	9	9	5	11	6	2	4	14	1	2	13	11	5	14	7	2	0	0	9	4	0	9	3	2	4	6	0	9	8	4	6	2	6	7	13	1	2	2	0	13	0	3	0	6	0	9	7	10	8	10	3	5	1	1	0	11	0	0	9	2	0	5	0	5	4	1	0	0	1	6	4	2	0	3	0	8	0	2	4	9	2	1	4	3	1	0	6	3	1	8	4	11	6	0	5	6	4	8	3	6	12	0	4	2	0	5	1	6	1	1	3	7	1	1	4	3	4	1	0	2	4	1	7	1	1	1	5	2	2	5	4	3	5	10	5	6	0	1	2	5	8	6	3	0	1	1	2	0	0	12	11	0	0	7	4	1	11	2	2	1	3	3	1	0	1	2	8	3	4	7	2	1	0	8	6	0	0	0	1	1	0	6	3	3	0	6	1	1	5	6	0	6	4	0	2	0	0	0	2	5	0	3	7	1	0	4	1	0	1	1	0	6	6	3	0	3	0	1	4	4	5	0	1	0	3	7	0	2	2	3	4	4	0	0	1	5	0	5	1	3	0	0	0	5	0	4	3	0	3	0	4	0	12	7	4	7	5	0	0	2	4	2	1	3	5	0	2	0	2	7	3	0	1	5	4	0	0	0	0	1	7	2	7	2	0	7	2	7	6	0	3	0	1	0	2	1	5	0	1	2	0	2	0	0	1	0	0	1	3	2	0	5	5	9	0	5	4	7	1	3	4	1	3	2	7	0	4	2	5	1	4	1	0	0	0	0	0	1	2	1	3	1	0	0	1	0	2	1	3	3	3	4	3	1	4	6	0	0	0	2	2	1	1	0	1	0	0	2	0	0	0	3	2	1	0	5	1	0	4	0	1	0	0	1	0	2
509	157	201	70	69	0	16	81	7	81	13	43	13	13	0	27	2	38	71	1	0	11	13	9	70	14	9	41	6	13	0	9	18	59	14	13	4	12	7	6	0	5	1	11	9	2	3	3	1	6	2	9	4	0	0	0	3	0	0	2	2	3	0	13	5	4	3	4	1	17	11	1	11	6	12	4	2	2	16	14	0	0	12	0	2	1	2	11	5	0	3	0	2	0	0	7	1	5	9	1	13	2	8	2	5	8	9	6	1	2	0	7	6	3	0	3	1	1	2	0	1	7	1	2	9	5	2	1	6	1	1	5	4	1	3	7	0	2	3	0	0	2	5	3	0	0	2	7	1	1	11	0	4	0	1	12	4	7	3	8	0	8	2	1	0	0	8	0	2	7	5	9	0	5	0	0	0	0	1	1	1	2	0	1	3	0	0	5	0	4	0	2	6	5	1	1	3	11	1	11	3	1	2	2	4	9	2	6	0	0	3	1	3	7	6	0	5	2	2	1	3	3	4	3	2	1	3	0	3	1	0	6	0	1	5	0	0	4	2	3	1	7	1	1	0	1	3	0	3	4	1	3	5	0	1	2	0	0	0	1	5	7	3	0	2	9	0	1	1	0	4	5	0	2	2	0	4	6	3	1	4	0	2	3	2	2	0	0	3	0	0	5	2	0	0	9	4	1	5	5	1	1	3	2	2	0	0	3	4	3	0	2	0	2	0	1	5	4	0	0	1	2	1	2	1	0	1	1	0	5	0	3	2	0	2	0	0	0	3	3	3	5	3	2	1	3	4	1	1	5	5	6	4	1	1	0	2	2	7	0	2	3	1	0	4	0	2	3	0	1	0	0	1	1	1	3	2	1	1	0	2	2	3	1	1	0	0	1	5	1	1	0	0	4	3	0	4	1	3	2	0	0	2	0	0	5	1	0	3	0	4	3	0	0	0	2	0	0	0	0	2	0	1	3	1	1	3	1	3	6	3	1	7	2	1	4	1	0	2	0	0	1	5	0	0	1	0	0	0	1	0	1	0	1	6	1	0	3	1	0	2	0	2	0	0	3	1	0	1	2	2	3	0	1	1	0	3	1	1	5	0	1	1	0	2	2	0	1	0	0	0	1	6	0	0	0	0	2	6	1
1	0	1	154	171	0	50	0	1	0	34	37	104	36	61	38	35	26	1	0	0	20	8	61	34	26	50	47	19	0	0	34	38	0	13	0	13	26	8	7	1	19	56	21	30	3	7	23	1	2	0	9	2	2	1	0	1	0	17	4	2	1	21	0	40	20	2	1	6	8	16	16	22	6	0	1	0	6	0	20	3	0	2	1	15	0	1	16	9	16	1	0	14	1	9	8	0	19	2	0	13	1	2	1	2	11	29	6	4	2	0	8	7	0	0	8	1	1	1	12	5	6	1	10	9	6	2	0	5	6	8	10	3	10	4	12	8	7	1	6	11	6	1	10	1	0	6	0	3	0	5	0	1	0	2	6	3	2	5	2	0	1	0	0	0	0	0	0	0	7	14	3	0	3	8	21	5	0	16	11	2	13	1	0	1	4	0	0	0	5	0	9	3	6	1	2	3	8	1	1	0	6	1	2	0	3	1	12	0	0	1	3	1	4	0	3	3	0	7	2	1	0	3	2	1	1	7	1	3	0	1	4	8	6	6	0	3	4	4	6	2	0	2	1	2	0	0	0	0	0	0	9	4	9	4	2	0	4	4	4	4	1	2	0	2	2	2	0	0	1	4	20	1	7	0	0	6	2	4	3	0	0	6	4	1	11	2	0	6	0	2	0	3	0	4	3	4	1	6	1	9	3	0	2	0	0	0	3	0	5	3	2	4	0	0	1	0	3	0	1	2	4	3	7	7	2	4	2	1	1	1	0	5	4	3	2	0	3	4	0	4	0	3	2	0	0	0	3	0	2	0	5	2	0	4	2	1	1	3	0	5	1	0	6	5	0	1	1	0	1	0	1	0	1	1	5	0	4	2	0	1	1	1	0	0	0	0	0	1	0	2	7	1	9	2	1	0	0	3	1	0	2	2	0	1	7	3	0	2	0	0	6	4	1	1	3	1	4	2	5	6	7	2	0	4	0	1	1	0	1	0	8	2	3	2	0	1	0	1	0	4	0	9	1	0	3	0	3	0	4	0	2	0	0	10	0	0	0	2	5	4	4	1	5	2	1	0	2	1	1	2	2	0	3	6	3	7	2	0	2	0	0	1	1	1	0	0	4	0	1	0	0	1	7	1	5	21	4	1	3
